state_district,election,name,party,incumbent_challenger_open,receipts,from_individuals,from_committees,from_candidate,disbursements,cash_on_hand,debts,district,election_year,total_pop,male_pop_percent,female_pop_percent,under_five_percent,five_to_nine_percent,ten_to_fourteen_percent,fifteen_nineteen_percent,twenty_to_twentyfour_percent,twentyfive_to_thirtyfour_percent,thirtyfive_to_fortyfour_percent,fortyfive_to_fiftyfour_percent,fiftyfive_to_fiftynine_percent,sixty_to_sixtyfour_percent,sixtyfive_to_seventyfour_percent,seventyfive_to_eightyfour_percent,over_eightyfive_percent,median_age,eighteen_and_over_percent,twentyone_and_over_percent,sixtytwo_and_over_percent,sixtyfive_and_over_percent,eighteen_and_over_male_percent,eighteen_and_over_female_percent,sixtyfive_and_over_male_percent,sixtyfive_and_over_female_percent,white_pop_percent,black_pop_percent,american_indian_alaska_native_pop_percent,asian_pop_percent,native_hawaiian_pacific_islander_pop_percent,other_race_pop_percent,hispanic_pop_percent,total_housing_units,last_name,first_name,prefix,first_last_name,district_from_length,candidate_name,spent,won,lost,incumbent,challenger,open_seat,election_year_from_length,party_from_length,year,Last_name,firstlast_name
TX21,2018,MCFADDEN ELLIOTT JAMES,Democratic Party,Open,114019.7,92191.3,750,20336.42,114019.7,0,0,TX21,2018,809322,49.2,50.8,5.7,5.5,5.6,6.2,7.7,15.4,12.5,12.1,6.4,6.5,10,4.4,2.1,37.8,80,75.6,20.4,16.4,48.8,51.2,45.3,54.7,60.5,3.3,0.1,3.6,0,0.1,30.3,358577,Mcfadden,Elliott,James,Elliott Mcfadden,,,,,,,,,,,,,
OH04,2018,SELLERS LEAH MS.,Democratic Party,Challenger,11905,0,0,9951,11905,0,0,OH04,2018,710603,49.6,50.4,5.6,5.8,6.7,6.9,6,11.9,11.9,13.4,7.3,6.9,10.1,5.2,2.3,40.8,77.6,73.6,21.4,17.5,49.1,50.9,44.3,55.7,87.4,5,0.2,0.8,0.1,0.1,3.8,312495,Sellers,Leah,Ms.,Leah Sellers,,,,,,,,,,,,,
PA09,2018,REED DAVE,Republican Party,Open,131212,107524,23688,0,127229.31,3982.69,0,PA09,2018,687620,49.2,50.8,5.1,5.3,6,6.6,6.2,11.3,11,13.5,7.7,7.3,11,6.1,2.9,43.8,79.8,75.6,24.1,20,48.5,51.5,44.5,55.5,92.5,2.8,0.1,0.6,0,0.1,2.3,324757,Reed,Dave,,Dave Reed,,,,,,,,,,,,,
CA53,2018,KANE GINO,Republican Party,Challenger,2600,2600,0,0,2600,0,0,CA53,2018,774182,49.1,50.9,6.4,5.5,5.4,5.9,7.6,18.8,14.4,11.3,6.3,5.7,7.3,3.6,1.8,35.2,79.7,75,16.2,12.7,48.9,51.1,44.1,55.9,40.5,7.6,0.1,14.3,0.4,0.3,32,292525,Kane,Gino,,Gino Kane,,,,,,,,,,,,,
CA10,2018,ZWAHLEN SUE,Democratic Party,Challenger,479395.06,112972.7,0,366420.94,478958.82,436.24,360665.54,CA10,2018,758005,50,50,6.8,7.7,7.4,7.3,7.1,14.2,12.6,12.8,6.1,5.1,7.6,3.9,1.4,34.6,73.4,69.3,15.7,12.9,49.2,50.8,44.3,55.7,41,3.1,0.3,7.5,0.7,0,44.3,248676,Zwahlen,Sue,,Sue Zwahlen,,,,,,,,,,,,,
CT05,2018,DUPONT RICHARD,Republican Party,Open,79715.25,34715.25,0,45000,23286.13,56429.12,45000,CT05,2018,718295,48.8,51.2,5.2,5.3,5.9,6,5.9,12.7,12.2,14.3,7.9,7.3,9.9,4.9,2.5,42.4,79.9,76.4,21.3,17.3,48.6,51.4,43.9,56.1,67.1,7.2,0.1,4.2,0,0.8,18.9,312211,Dupont,Richard,,Richard Dupont,,,,,,,,,,,,,
MD06,2018,LLOYD LISA,Republican Party,Open,20083,4400,0,15683,17597,4085,3918,MD06,2018,779616,50.2,49.8,6.3,6.2,6.2,6.4,6.2,12.8,13.4,14.9,7.4,5.8,8.4,4.2,1.8,38.9,77.1,73.7,17.4,14.3,49.9,50.1,44.6,55.4,57.1,12.2,0.2,11.8,0,0.2,15.1,302546,Lloyd,Lisa,,Lisa Lloyd,,,,,,,,,,,,,
WV03,2018,AMJAD AYNE,Republican Party,Open,18650,3650,0,15000,19135.34,2750,0,WV03,2018,582846,49.4,50.6,5.5,5.7,5.9,5.9,5.7,11.1,12.3,12.7,6.9,7.9,12.3,5.8,2.2,43.2,79.4,75.9,24.8,20.3,48.5,51.5,45.1,54.9,92.7,4.3,0.1,0.4,0,0.3,0.8,300805,Amjad,Ayne,,Ayne Amjad,,,,,,,,,,,,,
VA02,2018,BELOTE DAVE,Democratic Party,Challenger,192065.13,189765.13,2300,0,192065.13,0,0,VA02,2018,741514,50.4,49.6,6.1,6,5.8,5.9,9,15.9,12.1,12.2,6.3,6.4,8.4,4.4,1.6,36.1,78.7,74.6,17.9,14.4,49.9,50.1,43.9,56.1,62.3,19,0.2,5.5,0.1,0.3,8.3,312546,Belote,Dave,,Dave Belote,,,,,,,,,,,,,
SC05,2018,FEW SHERI LOU MRS.,Republican Party,Open,76560.27,64971.44,0,11588.83,92635.27,0,0,SC05,2018,718465,48.5,51.5,6,6.1,7,6.7,5.9,12.1,12.7,13.7,6.5,6.6,10.7,4.8,1.4,40.1,77,73,20.5,16.8,47.8,52.2,44.2,55.8,66,26.1,0.3,1.2,0,0.2,4.3,309847,Few,Sheri,Lou Mrs.,Sheri Few,,,,,,,,,,,,,
CA52,2018,HORST JOHN H,Republican Party,Challenger,28704.98,14194.78,0,14366.96,27803.47,-751.55,14065.56,CA52,2018,768240,50.3,49.7,5.4,5.1,5.6,5.5,7.8,18.6,13.5,12.9,6.3,5.4,8.1,3.8,1.7,36.2,80.7,76.8,17,13.7,50.4,49.6,44.1,55.9,57.3,2.6,0.4,20.1,0.5,0.5,14.6,309435,Horst,John,H,John Horst,,,,,,,,,,,,,
AZ02,2018,HEINZ MATTHEW GERALD,Democratic Party,Open,854723.68,452885.22,26500,375338.46,360926.6,493797.08,350000,AZ02,2018,720429,49.5,50.5,5.8,6,5.1,5.4,7.5,12.8,10.8,11.6,6.2,7,12.2,6.8,2.8,41.4,79.7,76.1,26,21.8,49.1,50.9,46,54,60.5,3.7,1.1,3.2,0.2,0.1,28.9,350528,Heinz,Matthew,Gerald,Matthew Heinz,,,,,,,,,,,,,
FL23,2018,WASSERMAN SCHULTZ DEBBIE,Democratic Party,Incumbent,1614914.46,1154609.77,388750,0,1220258.5,551817.07,0,FL23,2018,753950,47.8,52.2,5.6,5.8,5.9,6.3,5.9,12.3,13,15.1,7,6.1,9,5.5,2.5,41,78.4,75.3,20.6,17,46.7,53.3,41.8,58.2,39.6,14.8,0.2,4.2,0.1,0.5,37.9,346151,Wasserman,Schultz,Debbie,Schultz Wasserman,,,,,,,,,,,,,
NY03,2018,SAUBERMAN JOSHUA A,Other,Challenger,10063.21,10063.21,0,0,10739.77,-676.56,54505.21,NY03,2018,725627,48.8,51.2,5.2,6.3,6.2,5.9,5,9.3,11.5,14.6,8,7.5,10.8,5.6,4,45.4,78.2,75.5,24.3,20.4,47.3,52.7,44.3,55.7,66.7,3.8,0.1,16.4,0.1,0.5,10.6,271032,Sauberman,Joshua,A,Joshua Sauberman,,,,,,,,,,,,,
NJ06,2018,PEZZULLO RICHARD J.,Republican Party,Challenger,80260,7760,2500,70000,4237.51,76022.49,70000,NJ06,2018,742483,49.1,50.9,5.7,6.1,6,6.7,7.4,14,13.3,13.3,7.3,6.4,8.5,3.6,1.8,37.7,78.5,73.8,17.5,13.9,48.9,51.1,44,56,46.1,9.2,0.2,20,0,0.4,22.5,274334,Pezzullo,Richard,J.,Richard Pezzullo,,,,,,,,,,,,,
KY05,2018,ROGERS HAROLD DALLAS,Republican Party,Incumbent,635286.55,231624,389250,0,698471.64,1037700.46,0,KY05,2018,696337,49.8,50.2,5.7,5.8,6.4,7,5.8,12,12.3,13.7,7.5,6.7,10.4,5,1.6,40.9,78.1,73.7,20.7,17.1,49.3,50.7,45.5,54.5,96.1,1.3,0.3,0.4,0,0,0.8,332437,Rogers,Harold,Dallas,Harold Rogers,,,,,,,,,,,,,
OH16,2018,MULLOY TJ,Democratic Party,Open,33171.3,15891.3,8280,9000,33171.3,0,8048.84,OH16,2018,715014,49,51,5.5,5.7,6.1,6.1,5.9,11.4,11.3,13.3,7.3,7.7,11.3,5.6,2.8,43.3,78.7,75.5,24.4,19.8,48.5,51.5,44.7,55.3,91.2,1.8,0.1,2.2,0,0.1,2.4,304310,Mulloy,Tj,,Tj Mulloy,,,,,,,,,,,,,
GA10,2018,WINFIELD RICHARD DIEN,Democratic Party,Challenger,119100.64,102844.92,1169.65,0,128039.31,-8938.67,15000,GA10,2018,736838,48.8,51.2,5.5,6.9,7,8.3,8,12.3,11.9,13.3,6.4,5.7,9.3,4.1,1.2,36.4,76.3,70,17.9,14.6,48.3,51.7,45,55,65.3,24.5,0.1,2.3,0,0.2,5.4,299899,Winfield,Richard,Dien,Richard Winfield,,,,,,,,,,,,,
PA01,2018,BRADY ROBERT A*,Democratic Party,Incumbent,335801.45,187576.64,140900,0,844437.01,73739.56,156885.89,PA01,2018,728366,48.8,51.2,7,6.2,6.1,6,7,19.1,13.1,11.9,5.9,5.6,7.2,3.3,1.5,34.1,77.2,73.2,15.4,12.1,48,52,41.8,58.2,37,35.6,0.1,7.3,0,0.2,17.8,303600,Brady,Robert,A*,Robert Brady,,,,,,,,,,,,,
MN03,2018,DONAHUE ALICIA,Other,Challenger,1771.25,1771.25,0,0,1590.11,181.14,0,MN03,2018,714299,48.7,51.3,6.7,6.5,6.3,5.9,4.3,12.7,13.3,13.8,8,7,9.2,4.2,2,40.4,76.3,73.8,19.3,15.5,48.1,51.9,44.6,55.4,77.9,8.2,0.2,7.1,0,0.2,3.7,290315,Donahue,Alicia,,Alicia Donahue,,,,,,,,,,,,,
WI08,2018,GALLAGHER MICHAEL JOHN,Republican Party,Incumbent,2146105.06,1405645.16,717646.66,0,864498.27,1343432.24,67000,WI08,2018,732402,49.8,50.2,5.9,6.3,6.5,6.3,5.9,11.9,12.4,13.7,7.9,6.5,9.6,4.9,2.1,40.5,77.2,74,20.4,16.6,49.6,50.4,45.8,54.2,86.7,1.5,2.2,2.3,0,0.1,5.4,351071,Gallagher,Michael,John,Michael Gallagher,,,,,,,,,,,,,
WA08,2018,OLSON BRAYDEN,Democratic Party,Open,107765.68,42883.87,0,64567.28,107595.61,170.07,76836.52,WA08,2018,757166,50.5,49.5,6.8,7.3,6.7,6.8,5.9,12.4,14.1,13.8,7.2,6.3,7.7,3.6,1.4,37.6,74.9,70.9,16.1,12.7,50.1,49.9,46.5,53.5,69.4,2.4,0.7,9.6,0.8,0.3,12.1,297606,Olson,Brayden,,Brayden Olson,,,,,,,,,,,,,
TX21,2018,HAGEN FOSTER,Republican Party,Open,13685.01,0,0,13685.01,13685.01,0,0,TX21,2018,809322,49.2,50.8,5.7,5.5,5.6,6.2,7.7,15.4,12.5,12.1,6.4,6.5,10,4.4,2.1,37.8,80,75.6,20.4,16.4,48.8,51.2,45.3,54.7,60.5,3.3,0.1,3.6,0,0.1,30.3,358577,Hagen,Foster,,Foster Hagen,,,,,,,,,,,,,
NV03,2018,PINJUV GUY,Democratic Party,Open,1600,0,1600,0,3440.94,0,0,NV03,2018,803545,48.9,51.1,5.7,6.6,5.8,5.8,5.2,14.3,14.4,13.2,6.1,6,10.3,4.8,1.6,39.3,78.2,75,20.5,16.7,48.5,51.5,45.7,54.3,56.2,7.5,0.1,14.4,0.8,0.5,16.8,343067,Pinjuv,Guy,,Guy Pinjuv,,,,,,,,,,,,,
OR04,2018,ARCANGEL DANIEL R,Democratic Party,Challenger,380,50,0,330,212.25,167.75,0,OR04,2018,803611,49.3,50.7,4.9,5.3,5.3,6.6,8.3,12.4,11.3,11.3,6.7,7.5,12,5.8,2.5,41.1,81,76,24.7,20.3,49.2,50.8,47.1,52.9,83.6,0.7,0.7,2.5,0.2,0.2,8,355470,Arcangel,Daniel,R,Daniel Arcangel,,,,,,,,,,,,,
NJ07,2018,WEBER LINDA,Democratic Party,Challenger,387134.63,382698.09,500,3836.54,358329.76,28804.87,0,NJ07,2018,754222,49.2,50.8,5,5.5,7.5,6.8,5.6,9.8,12.3,16,8.4,6.9,9.1,4.7,2.3,43.1,77.5,74.1,19.8,16.1,48,52,42.7,57.3,70.5,4.7,0,10.7,0,0.4,12,284775,Weber,Linda,,Linda Weber,,,,,,,,,,,,,
TX26,2018,BERSHAD IRA MR.,Democratic Party,Challenger,11252.02,11252.02,0,0,11197.48,53.64,0,TX26,2018,879237,49.3,50.7,6.3,7.5,7.7,7.5,6.1,14.2,15,14.8,5.8,5,6.5,2.8,0.9,35.5,73.9,69.6,13.2,10.2,48.6,51.4,45.8,54.2,63.7,7.6,0.3,7.7,0.1,0.1,17.8,310402,Bershad,Ira,Mr.,Ira Bershad,,,,,,,,,,,,,
CA47,2018,CLIFFORD DAVID,Republican Party,Challenger,25369.4,14545.4,0,10824,20716.3,1704.92,0,CA47,2018,723526,48.7,51.3,5.7,5.5,6.3,6.4,7.4,15.3,13.4,14.1,6.3,6.2,7.9,3.6,1.9,37.5,78.8,74.5,16.9,13.4,48,52,44.7,55.3,31.4,6.9,0.3,23.6,0.4,0.1,34.9,258080,Clifford,David,,David Clifford,,,,,,,,,,,,,
TX06,2018,DUNCAN JOHN WESLEY,Democratic Party,Open,34500.18,26775.8,0,3724.38,34534.24,-34.06,0,TX06,2018,792043,48.7,51.3,6.8,7,7.7,7.6,6.8,13.6,13.6,13.4,6.3,5.2,7.5,3.2,1.2,35.3,73.8,69.5,14.9,11.8,48,52,44.2,55.8,47.3,21.1,0.3,4.4,0.1,0.4,23.5,291545,Duncan,John,Wesley,John Duncan,,,,,,,,,,,,,
TN02,2018,DUNCAN JOHN J REP. JR.*,Republican Party,Incumbent,134675.07,18700,81400,4000,334933.3,758826.42,0,TN02,2018,747673,48.6,51.4,5.6,5.7,6,6.4,7.6,12.9,12.1,13.2,6.7,6.5,10.3,5.2,1.8,39.7,79.2,74.8,21.3,17.4,48.1,51.9,44.3,55.7,85.7,6.2,0.2,1.8,0,0.2,4.2,333199,Duncan,John,J Rep. Jr.*,John Duncan,,,,,,,,,,,,,
TX29,2018,GARCIA ROEL,Democratic Party,Open,57705.75,29755.06,0,27950.69,45025.39,-24267.21,0,TX29,2018,761833,50.8,49.2,8.9,8.1,8.8,8.5,7.3,14.9,13.5,12.7,5.5,4,4.7,2.3,0.8,30.5,69,63.8,10.1,7.8,50.3,49.7,44.1,55.9,9.1,11.4,0.1,1.4,0,0.2,77.5,248694,Garcia,Roel,,Roel Garcia,,,,,,,,,,,,,
IN08,2018,MOSS RICHARD MARC,Republican Party,Challenger,138907.56,34092.54,0,104715.02,139856.54,665.9,81198.66,IN08,2018,714623,49.7,50.3,6,6.7,5.9,6.9,6.7,12.4,11.7,12.8,7.4,6.7,9.7,5,2.1,39.1,77.5,73,20.6,16.8,49.3,50.7,44.3,55.7,90.4,4,0.1,1.2,0,0,2.3,321216,Moss,Richard,Marc,Richard Moss,,,,,,,,,,,,,
TX10,2018,WALKER TAMI LEANE,Democratic Party,Challenger,41941.12,9295,150,28496.12,41979.46,0,0,TX10,2018,846261,49.7,50.3,7.4,7.2,7.5,6.2,5.7,15.7,14.8,12.3,5.5,6.2,7.2,3,1.2,35.2,74.1,70.6,15.1,11.5,48.8,51.2,42.9,57.1,52,10.2,0.2,6.3,0,0.2,29.1,332201,Walker,Tami,Leane,Tami Walker,,,,,,,,,,,,,
OK01,2018,DAHM NATHAN,Republican Party,Open,141884.14,130888.72,4710,5500,134795.65,7088.49,5500,OK01,2018,803883,48.7,51.3,7,7,7,6.6,6.1,14.6,12.6,12.2,6.3,5.9,8.5,4.3,1.8,36.2,74.8,71.2,18.1,14.6,48.1,51.9,43.5,56.5,63.9,8.6,6.2,2.9,0.1,0.3,11.4,349351,Dahm,Nathan,,Nathan Dahm,,,,,,,,,,,,,
NJ11,2018,HARRIS TAMARA,Democratic Party,Open,994457.71,295869.18,14500,647300,992640.64,1817.07,206877.55,NJ11,2018,729569,48.9,51.1,5.1,5.6,6,6.4,6,10.4,12.7,15.5,7.9,6.6,9.8,5.2,2.9,43.3,79.4,75.7,21.5,17.9,48.1,51.9,43.3,56.7,72.6,3.3,0.1,10.7,0,0.2,11.4,281738,Harris,Tamara,,Tamara Harris,,,,,,,,,,,,,
MA03,2018,DAS ABHIJIT BEEJ,Democratic Party,Open,579155.65,254021.09,0,283744.95,138470.53,440685.12,41389.44,MA03,2018,769115,50,50,6,5.7,6.7,6.7,6.9,12.2,12.9,14.8,7.5,6.3,8.4,4,1.8,39.1,77.6,73.5,17.8,14.2,49.3,50.7,44.4,55.6,66.4,2.6,0.1,8.4,0,0.5,20.1,294473,Das,Abhijit,Beej,Abhijit Das,,,,,,,,,,,,,
IA02,2018,CALIGIURI GINNY,Republican Party,Challenger,53971.56,45714.94,0,8256.62,45133.37,8838.19,11256.15,IA02,2018,780802,49.7,50.3,6.1,6.4,6.3,7,8,12.2,11.8,12.2,6.8,6.3,9.6,4.9,2.3,38.2,77.3,72.1,20.4,16.8,49.2,50.8,45,55,85.3,3.9,0.2,2.8,0.1,0,5.5,346355,Caligiuri,Ginny,,Ginny Caligiuri,,,,,,,,,,,,,
SD01,2018,TAPIO NEAL,Republican Party,Open,182010,21985,0,155025,167360.32,14649.68,155025,SD01,2018,869666,50.4,49.6,7,6.9,6.7,6.6,6.7,13.3,11.5,11.4,6.9,6.6,9.4,4.7,2.2,36.9,75.5,71.5,20.3,16.3,50.2,49.8,46.1,53.9,82.3,1.9,8.6,1.2,0.1,0.1,3.6,392650,Tapio,Neal,,Neal Tapio,,,,,,,,,,,,,
OR02,2018,BURNETTE ERIC,Democratic Party,Challenger,75202,52122,10000,13000,73811.2,1390.8,13000,OR02,2018,821129,50.1,49.9,5.7,6.2,6.2,6,5.5,12,11.7,12.3,7,7.2,12.5,5.8,2.1,42.3,78.3,74.9,24.7,20.3,49.5,50.5,47.2,52.8,79.3,0.6,1.9,1.1,0.1,0.1,14,372943,Burnette,Eric,,Eric Burnette,,,,,,,,,,,,,
FL15,2018,COMBEE NEIL,Republican Party,Open,128515,126015,2500,0,42351.87,86163.13,5683.2,FL15,2018,804652,48.5,51.5,6.4,6.5,6.9,6.4,6.2,13.9,13.7,12.7,5.9,6,9.2,4.7,1.5,37.7,76.1,72.4,19,15.5,47.5,52.5,44.7,55.3,55.7,15.5,0.3,3.1,0.1,0.4,22.9,320680,Combee,Neil,,Neil Combee,,,,,,,,,,,,,
CA39,2018,HUFF BOB,Republican Party,Open,572641.17,468441.67,4199.5,100000,566138.99,6502.18,122392.62,CA39,2018,736480,50.1,49.9,6.2,5.8,6.3,6.6,6.6,13.6,13.2,13.5,7.2,6.3,8.9,4,1.8,38.4,77.7,73.9,18.4,14.7,49.3,50.7,46.6,53.4,28.4,2.2,0.1,31.3,0.3,0.1,35.4,237021,Huff,Bob,,Bob Huff,,,,,,,,,,,,,
TX03,2018,JOHNSON SAMUEL H.,Democratic Party,Open,71379.69,60009.68,0,7210.11,68467.99,2811.7,0,TX03,2018,870763,49.1,50.9,6.1,7.4,7.8,7.2,5.6,12.4,16.1,15.3,6.3,4.9,7,3.1,0.9,37.3,74,70.5,13.8,10.9,48.5,51.5,43.6,56.4,56.5,9.8,0.3,15.7,0.1,0.2,15,330211,Johnson,Samuel,H.,Samuel Johnson,,,,,,,,,,,,,
AL02,2018,MOORE FELIX BARRY,Republican Party,Challenger,152607.22,76882,250,75475.22,149654.77,2952.45,75475.22,AL02,2018,673776,48.8,51.2,6,6.1,6.6,6.9,6.6,13,12.7,12.8,7.3,5.8,9.4,5,1.7,38.5,77.4,72.7,19.6,16.1,47.7,52.3,43.8,56.2,62,30.6,0.3,1,0,0.2,3.6,313057,Moore,Felix,Barry,Felix Moore,,,,,,,,,,,,,
MA02,2018,WARREN DOMINIC B MR,Democratic Party,Challenger,867,867,0,0,867,447.49,0,MA02,2018,744124,48.8,51.2,4.6,5.2,6,8.1,8.8,12.4,11.5,13.8,6.9,6.8,9.5,4.2,2.2,39.6,80.4,74,20,15.9,48.1,51.9,43.8,56.2,76.5,5,0.2,5.7,0,0.2,9.9,303616,Warren,Dominic,B Mr,Dominic Warren,,,,,,,,,,,,,
KS03,2018,HAULMARK CHRIS,Democratic Party,Challenger,10982,9222,0,1760,4550.04,-1417.5,0,KS03,2018,770493,49.1,50.9,6.8,7.5,6.9,6.4,5.8,13.9,13.8,12.9,6.2,6.3,8.1,3.4,1.9,36.7,74.5,71.3,17.1,13.4,48.5,51.5,43.9,56.1,71.8,8.5,0.3,4.9,0,0.1,12.1,314040,Haulmark,Chris,,Chris Haulmark,,,,,,,,,,,,,
NJ04,2018,SMITH CHRISTOPHER H,Republican Party,Incumbent,813674.8,532985.39,279579.13,0,332058.94,754004.8,0,NJ04,2018,756825,48.1,51.9,6.9,6.6,6.4,6.2,6,11.5,10.7,13.8,7.5,6.6,9.5,5.7,2.8,40.7,76.2,73,21.7,17.9,47.5,52.5,42.4,57.6,76.4,6.4,0,4.7,0,0.1,10.8,299044,Smith,Christopher,H,Christopher Smith,,,,,,,,,,,,,
MI08,2018,SMITH CHRISTOPHER E.,Democratic Party,Challenger,123257.22,94351.17,0,28756.05,81117.73,42139.49,25000,MI08,2018,736333,49.3,50.7,5.4,6.1,6.1,7.9,8.7,11.9,11.7,13.8,7.1,6.3,9.4,4.1,1.6,38.4,78.2,72.6,18.5,15,48.7,51.3,45.8,54.2,81.5,5.5,0.2,4.4,0,0.2,5.2,301687,Smith,Christopher,E.,Christopher Smith,,,,,,,,,,,,,
IL05,2018,MUSTAFA SAMEENA,Democratic Party,Challenger,134109.93,122843.46,0,11044.47,134109.93,0,2000,IL05,2018,729300,49.7,50.3,5.5,4.9,4.8,4.8,7.3,21.7,14.7,12.1,5.5,5.4,7.4,4.3,1.6,35.6,82.2,79,16.5,13.3,49.4,50.6,44.7,55.3,67.5,2.8,0.1,7.5,0,0.3,19.4,324705,Mustafa,Sameena,,Sameena Mustafa,,,,,,,,,,,,,
WV03,2018,LUCAS CONRAD G. MR. II,Republican Party,Open,407288,145788,26000,235500,401218.37,6069.63,271903,WV03,2018,582846,49.4,50.6,5.5,5.7,5.9,5.9,5.7,11.1,12.3,12.7,6.9,7.9,12.3,5.8,2.2,43.2,79.4,75.9,24.8,20.3,48.5,51.5,45.1,54.9,92.7,4.3,0.1,0.4,0,0.3,0.8,300805,Lucas,Conrad,G. Mr. Ii,Conrad Lucas,,,,,,,,,,,,,
VA06,2018,LEWIS KATHYRN,Republican Party,Open,6675,2675,0,4000,5735.28,1487.72,0,VA06,2018,752763,48.5,51.5,5.7,5.8,5.2,7.3,8.5,12.2,11.6,12.3,6.6,6.7,10.3,5.4,2.4,39.5,79.8,74.1,21.7,18.1,47.9,52.1,44.4,55.6,78.9,11,0.3,2,0,0.2,5.5,331817,Lewis,Kathyrn,,Kathyrn Lewis,,,,,,,,,,,,,
MI13,2018,WILD WILLIAM R.,Democratic Party,Open,392573,384373,2650,0,292615.03,99957.97,5250,MI13,2018,674157,47.7,52.3,7.1,6.4,6.4,6.3,7.5,14.7,11.5,12.8,6.4,6.1,8.7,4.2,2,36.4,76.4,72.5,18.4,14.8,46.9,53.1,41.7,58.3,33.8,53.6,0.3,1.6,0,0.2,8.4,331681,Wild,William,R.,William Wild,,,,,,,,,,,,,
TN04,2018,REYNOLDS STEVEN DOYLE,Democratic Party,Challenger,44537.47,35837.85,0,6811.06,33288.94,11824.94,26782.66,TN04,2018,782024,49.2,50.8,6.3,5.8,7.1,7.2,7.3,12.9,13.5,13.1,6.5,6,8.7,4.1,1.4,37.5,76.6,72.1,17.5,14.2,48.4,51.6,44.5,55.5,79.5,9.4,0.1,1.8,0.1,0.1,6.7,320128,Reynolds,Steven,Doyle,Steven Reynolds,,,,,,,,,,,,,
IL16,2018,MOHAMMAD NEILL DR.,Democratic Party,Challenger,208820.35,196120.35,0,12700,212159.52,-3339.17,10000,IL16,2018,690420,49.5,50.5,5.6,5.6,6.6,6.7,6.9,12.2,11.9,13.1,7.1,6.8,10,5.1,2.5,40.3,78.2,74,21.6,17.6,49.3,50.7,45,55,82.9,3.7,0.1,1.3,0,0.1,9.9,300697,Mohammad,Neill,Dr.,Neill Mohammad,,,,,,,,,,,,,
AZ08,2018,MUSSELWHITE ROBERT RICHARD,Democratic Party,Challenger,7051.84,0,0,0,6932,140,0,AZ08,2018,777208,48,52,5.3,5.6,6.6,5.4,5.7,11.9,12.1,13.4,6.3,5.8,12.2,6.9,2.8,43.1,79.1,75.8,25.3,22,47.4,52.6,44.4,55.6,69.3,3.9,0.7,4.1,0.2,0.2,19.4,326812,Musselwhite,Robert,Richard,Robert Musselwhite,,,,,,,,,,,,,
TN02,2018,SAMPLES WILLIAM,Other,Open,950,850,0,0,391,558,0,TN02,2018,747673,48.6,51.4,5.6,5.7,6,6.4,7.6,12.9,12.1,13.2,6.7,6.5,10.3,5.2,1.8,39.7,79.2,74.8,21.3,17.4,48.1,51.9,44.3,55.7,85.7,6.2,0.2,1.8,0,0.2,4.2,333199,Samples,William,,William Samples,,,,,,,,,,,,,
VA07,2018,ALLI HELEN,Other,Challenger,13166.14,11464.16,0,1701.98,7480.52,792.91,0,VA07,2018,790084,48.8,51.2,5.6,6.3,6.9,6.9,5.5,12.7,13,14,7.3,6.1,9.5,4.2,1.9,39.7,76.8,73.3,19.1,15.6,48.1,51.9,44.4,55.6,65.5,18.3,0.3,5.1,0,0.3,7.3,312724,Alli,Helen,,Helen Alli,,,,,,,,,,,,,
FL12,2018,THOMAS SUNIL MATHEW,Democratic Party,Challenger,9283.27,8783,500,0,9283.27,0,0,FL12,2018,779151,48.5,51.5,4.9,5,5.6,5.7,4.9,10.3,11.5,13.4,7.7,6.8,13.2,7.7,3.3,46.5,80.9,77.8,28.5,24.3,47.7,52.3,45,55,77.1,4.6,0.2,2.7,0.1,0.4,13,367384,Thomas,Sunil,Mathew,Sunil Thomas,,,,,,,,,,,,,
IL04,2018,LOPEZ RAYMOND ANTHONY MR.,Democratic Party,Open,4350,4350,0,0,4350,0,0,IL04,2018,700585,50.2,49.8,6.6,6.7,7,6.7,7,18.4,15.4,12.5,5.6,4.8,5.7,2.7,0.9,33.7,75.7,71.6,12.3,9.3,50.3,49.7,44.1,55.9,22.4,3.8,0.1,4,0,0.1,68.4,248904,Lopez,Raymond,Anthony Mr.,Raymond Lopez,,,,,,,,,,,,,
NY27,2018,COLLINS CHRISTOPHER C*,Republican Party,Incumbent,1278748.67,382614.83,686872.06,0,636280.83,1341644.61,0,NY27,2018,718515,49.6,50.4,5.1,5.4,6,6.4,5.9,11.1,11,14.7,8.2,7.4,10.7,5.7,2.5,44.2,79.5,76,22.9,18.8,49.1,50.9,44.8,55.2,91.7,2.6,0.7,0.7,0,0.1,2.8,314433,Collins,Christopher,C*,Christopher Collins,,,,,,,,,,,,,
OH16,2018,GOODRICH GRANT G.,Democratic Party,Open,106089.88,95239.88,850,0,49221.86,56868.02,10000,OH16,2018,715014,49,51,5.5,5.7,6.1,6.1,5.9,11.4,11.3,13.3,7.3,7.7,11.3,5.6,2.8,43.3,78.7,75.5,24.4,19.8,48.5,51.5,44.7,55.3,91.2,1.8,0.1,2.2,0,0.1,2.4,304310,Goodrich,Grant,G.,Grant Goodrich,,,,,,,,,,,,,
